location,salary_bin,job_count
"Juneau, AK, USA",High,0
"Juneau, AK, USA",Very High,0
"Juneau, AK, USA",Ultra High,0
"Jurupa Valley, CA, US",Low,0
"Jurupa Valley, CA, US",Medium,1
"Jurupa Valley, CA, US",High,0
"Jurupa Valley, CA, US",Very High,0
"Jurupa Valley, CA, US",Ultra High,0
"KS, US",Low,1
"KS, US",Medium,1
"KS, US",High,0
"KS, US",Very High,0
"KS, US",Ultra High,0
"Kahului, HI, USA",Low,1
"Kahului, HI, USA",Medium,0
"Kahului, HI, USA",High,0
"Kahului, HI, USA",Very High,0
"Kahului, HI, USA",Ultra High,0
"Kansas City, MO",Low,0
"Kansas City, MO",Medium,4
"Kansas City, MO",High,0
"Kansas City, MO",Very High,0
"Kansas City, MO",Ultra High,0
"Kansas City, MO, US",Low,0
"Kansas City, MO, US",Medium,3
"Kansas City, MO, US",High,1
"Kansas City, MO, US",Very High,0
"Kansas City, MO, US",Ultra High,0
"Kansas City, MO, USA",Low,1
"Kansas City, MO, USA",Medium,1
"Kansas City, MO, USA",High,0
"Kansas City, MO, USA",Very High,0
"Kansas City, MO, USA",Ultra High,0
"Keene, NH",Low,0
"Keene, NH",Medium,1
"Keene, NH",High,0
"Keene, NH",Very High,0
"Keene, NH",Ultra High,0
"Kennedy Space Center, FL",Low,0
"Kennedy Space Center, FL",Medium,1
"Kennedy Space Center, FL",High,0
"Kennedy Space Center, FL",Very High,0
"Kennedy Space Center, FL",Ultra High,0
"Kirkland, WA, USA",Low,1
"Kirkland, WA, USA",Medium,0
"Kirkland, WA, USA",High,1
"Kirkland, WA, USA",Very High,0
"Kirkland, WA, USA",Ultra High,0
"Kirtland Addition, NM, USA",Low,0
"Kirtland Addition, NM, USA",Medium,1
"Kirtland Addition, NM, USA",High,0
"Kirtland Addition, NM, USA",Very High,0
"Kirtland Addition, NM, USA",Ultra High,0
"La Crosse, WI",Low,1
"La Crosse, WI",Medium,0
"La Crosse, WI",High,0
"La Crosse, WI",Very High,0
"La Crosse, WI",Ultra High,0
"La Verne, CA, USA",Low,1
"La Verne, CA, USA",Medium,0
"La Verne, CA, USA",High,0
"La Verne, CA, USA",Very High,0
"La Verne, CA, USA",Ultra High,0
"LaVerkin, UT, US",Low,0
"LaVerkin, UT, US",Medium,1
"LaVerkin, UT, US",High,0
"LaVerkin, UT, US",Very High,0
"LaVerkin, UT, US",Ultra High,0
"Lake Bluff, IL, US",Low,0
"Lake Bluff, IL, US",Medium,1
"Lake Bluff, IL, US",High,0
"Lake Bluff, IL, US",Very High,0
"Lake Bluff, IL, US",Ultra High,0
"Lake Mary, FL",Low,0
"Lake Mary, FL",Medium,0
"Lake Mary, FL",High,1
"Lake Mary, FL",Very High,0
"Lake Mary, FL",Ultra High,0
"Lake Mary, FL, US",Low,0
"Lake Mary, FL, US",Medium,2
"Lake Mary, FL, US",High,1
"Lake Mary, FL, US",Very High,0
"Lake Mary, FL, US",Ultra High,0
"Lake Oswego, OR, USA",Low,0
"Lake Oswego, OR, USA",Medium,1
"Lake Oswego, OR, USA",High,0
"Lake Oswego, OR, USA",Very High,0
"Lake Oswego, OR, USA",Ultra High,0
"Lakewood, CA",Low,1
"Lakewood, CA",Medium,0
"Lakewood, CA",High,0
"Lakewood, CA",Very High,0
"Lakewood, CA",Ultra High,0
"Lakewood, CA, US",Low,1
"Lakewood, CA, US",Medium,0
"Lakewood, CA, US",High,0
"Lakewood, CA, US",Very High,0
"Lakewood, CA, US",Ultra High,0
"Lakewood, CO",Low,0
"Lakewood, CO",Medium,1
"Lakewood, CO",High,1
"Lakewood, CO",Very High,0
"Lakewood, CO",Ultra High,0
"Lakewood, CO, US",Low,0
"Lakewood, CO, US",Medium,0
"Lakewood, CO, US",High,1
"Lakewood, CO, US",Very High,0
"Lakewood, CO, US",Ultra High,0
"Langley, VA, US",Low,0
"Langley, VA, US",Medium,0
"Langley, VA, US",High,0
"Langley, VA, US",Very High,0
"Langley, VA, US",Ultra High,1
"Lansdale, PA, US",Low,0
"Lansdale, PA, US",Medium,1
"Lansdale, PA, US",High,0
"Lansdale, PA, US",Very High,0
"Lansdale, PA, US",Ultra High,0
"Lansing, MI",Low,1
"Lansing, MI",Medium,3
"Lansing, MI",High,0
"Lansing, MI",Very High,0
"Lansing, MI",Ultra High,0
"Las Vegas, NV",Low,0
"Las Vegas, NV",Medium,3
"Las Vegas, NV",High,0
"Las Vegas, NV",Very High,0
"Las Vegas, NV",Ultra High,0
"Las Vegas, NV, US",Low,1
"Las Vegas, NV, US",Medium,7
"Las Vegas, NV, US",High,0
"Las Vegas, NV, US",Very High,0
"Las Vegas, NV, US",Ultra High,0
"Las Vegas, NV, USA",Low,2
"Las Vegas, NV, USA",Medium,8
"Las Vegas, NV, USA",High,0
"Las Vegas, NV, USA",Very High,0
"Las Vegas, NV, USA",Ultra High,0
"Lathrop, CA, USA",Low,0
"Lathrop, CA, USA",Medium,1
"Lathrop, CA, USA",High,0
"Lathrop, CA, USA",Very High,0
"Lathrop, CA, USA",Ultra High,0
"Laurel, MD",Low,0
"Laurel, MD",Medium,0
"Laurel, MD",High,1
"Laurel, MD",Very High,0
"Laurel, MD",Ultra High,0
"Laurel, MS",Low,0
"Laurel, MS",Medium,1
"Laurel, MS",High,0
"Laurel, MS",Very High,0
"Laurel, MS",Ultra High,0
"Lawrenceville, GA, USA",Low,0
"Lawrenceville, GA, USA",Medium,1
"Lawrenceville, GA, USA",High,0
"Lawrenceville, GA, USA",Very High,0
"Lawrenceville, GA, USA",Ultra High,0
"Layton, UT, USA",Low,0
"Layton, UT, USA",Medium,1
"Layton, UT, USA",High,0
"Layton, UT, USA",Very High,0
"Layton, UT, USA",Ultra High,0
"Leawood, KS, USA",Low,1
"Leawood, KS, USA",Medium,0
"Leawood, KS, USA",High,0
"Leawood, KS, USA",Very High,0
"Leawood, KS, USA",Ultra High,0
"Lee's Summit, MO, USA",Low,0
"Lee's Summit, MO, USA",Medium,1
"Lee's Summit, MO, USA",High,0
"Lee's Summit, MO, USA",Very High,0
"Lee's Summit, MO, USA",Ultra High,0
"Leesburg, VA",Low,0
"Leesburg, VA",Medium,0
"Leesburg, VA",High,1
"Leesburg, VA",Very High,0
"Leesburg, VA",Ultra High,0
"Leesburg, VA, US",Low,0
"Leesburg, VA, US",Medium,0
"Leesburg, VA, US",High,1
"Leesburg, VA, US",Very High,0
"Leesburg, VA, US",Ultra High,0
"Lehi, UT, US",Low,1
"Lehi, UT, US",Medium,0
"Lehi, UT, US",High,1
"Lehi, UT, US",Very High,0
"Lehi, UT, US",Ultra High,0
"Lemoore, CA, USA",Low,0
"Lemoore, CA, USA",Medium,1
"Lemoore, CA, USA",High,0
"Lemoore, CA, USA",Very High,0
"Lemoore, CA, USA",Ultra High,0
"Levis, CA, USA",Low,0
"Levis, CA, USA",Medium,2
"Levis, CA, USA",High,0
"Levis, CA, USA",Very High,0
"Levis, CA, USA",Ultra High,0
"Lewisville, TX, US",Low,0
"Lewisville, TX, US",Medium,1
"Lewisville, TX, US",High,0
"Lewisville, TX, US",Very High,0
"Lewisville, TX, US",Ultra High,0
"Lexington, KY",Low,0
"Lexington, KY",Medium,1
"Lexington, KY",High,0
"Lexington, KY",Very High,0
"Lexington, KY",Ultra High,0
"Lexington, KY, US",Low,0
"Lexington, KY, US",Medium,1
"Lexington, KY, US",High,0
"Lexington, KY, US",Very High,0
"Lexington, KY, US",Ultra High,0
"Liberty, MO, US",Low,0
"Liberty, MO, US",Medium,1
"Liberty, MO, US",High,0
"Liberty, MO, US",Very High,0
"Liberty, MO, US",Ultra High,0
"Lincoln, NE",Low,0
"Lincoln, NE",Medium,1
"Lincoln, NE",High,0
"Lincoln, NE",Very High,0
"Lincoln, NE",Ultra High,0
"Lincoln, NE, US",Low,0
"Lincoln, NE, US",Medium,2
"Lincoln, NE, US",High,0
"Lincoln, NE, US",Very High,0
"Lincoln, NE, US",Ultra High,0
"Linthicum Heights, MD, US",Low,1
"Linthicum Heights, MD, US",Medium,0
"Linthicum Heights, MD, US",High,0
"Linthicum Heights, MD, US",Very High,0
"Linthicum Heights, MD, US",Ultra High,0
"Lisbon, ME",Low,0
"Lisbon, ME",Medium,0
"Lisbon, ME",High,1
"Lisbon, ME",Very High,0
"Lisbon, ME",Ultra High,0
"Little Rock, AR",Low,0
"Little Rock, AR",Medium,3
"Little Rock, AR",High,0
"Little Rock, AR",Very High,0
"Little Rock, AR",Ultra High,0
"Little Rock, AR, US",Low,0
"Little Rock, AR, US",Medium,1
"Little Rock, AR, US",High,0
"Little Rock, AR, US",Very High,0
"Little Rock, AR, US",Ultra High,0
"Littleton, CO, USA",Low,0
"Littleton, CO, USA",Medium,2
"Littleton, CO, USA",High,0
"Littleton, CO, USA",Very High,0
"Littleton, CO, USA",Ultra High,0
"Livermore, CA",Low,0
"Livermore, CA",Medium,0
"Livermore, CA",High,1
"Livermore, CA",Very High,0
"Livermore, CA",Ultra High,0
"Livermore, CA, US",Low,0
"Livermore, CA, US",Medium,0
"Livermore, CA, US",High,2
"Livermore, CA, US",Very High,0
"Livermore, CA, US",Ultra High,0
"Livermore, CA, USA",Low,0
"Livermore, CA, USA",Medium,1
"Livermore, CA, USA",High,0
"Livermore, CA, USA",Very High,0
"Livermore, CA, USA",Ultra High,0
"Livingston, CA, USA",Low,1
"Livingston, CA, USA",Medium,0
"Livingston, CA, USA",High,0
"Livingston, CA, USA",Very High,0
"Livingston, CA, USA",Ultra High,0
"Lompoc, CA, USA",Low,0
"Lompoc, CA, USA",Medium,1
"Lompoc, CA, USA",High,0
"Lompoc, CA, USA",Very High,0
"Lompoc, CA, USA",Ultra High,0
"Lone Tree, CO",Low,1
"Lone Tree, CO",Medium,0
"Lone Tree, CO",High,1
"Lone Tree, CO",Very High,1
"Lone Tree, CO",Ultra High,0
"Long Beach, CA, USA",Low,0
"Long Beach, CA, USA",Medium,1
"Long Beach, CA, USA",High,3
"Long Beach, CA, USA",Very High,0
"Long Beach, CA, USA",Ultra High,0
"Long Beach, NY",Low,0
"Long Beach, NY",Medium,1
"Long Beach, NY",High,0
"Long Beach, NY",Very High,0
"Long Beach, NY",Ultra High,0
"Long Island City, NY, US",Low,1
"Long Island City, NY, US",Medium,0
"Long Island City, NY, US",High,0
"Long Island City, NY, US",Very High,0
"Long Island City, NY, US",Ultra High,0
"Lorton, VA",Low,0
"Lorton, VA",Medium,1
"Lorton, VA",High,0
"Lorton, VA",Very High,1
"Lorton, VA",Ultra High,0
"Lorton, VA, US",Low,0
"Lorton, VA, US",Medium,0
"Lorton, VA, US",High,0
"Lorton, VA, US",Very High,1
"Lorton, VA, US",Ultra High,0
"Los Angeles, CA",Low,3
"Los Angeles, CA",Medium,1
"Los Angeles, CA",High,1
"Los Angeles, CA",Very High,1
"Los Angeles, CA",Ultra High,0
"Los Angeles, CA, US",Low,3
"Los Angeles, CA, US",Medium,3
"Los Angeles, CA, US",High,3
"Los Angeles, CA, US",Very High,1
"Los Angeles, CA, US",Ultra High,0
"Los Angeles, CA, USA",Low,6
"Los Angeles, CA, USA",Medium,23
"Los Angeles, CA, USA",High,6
"Los Angeles, CA, USA",Very High,2
"Los Angeles, CA, USA",Ultra High,1
"Louisville, KY",Low,1
"Louisville, KY",Medium,1
"Louisville, KY",High,0
"Louisville, KY",Very High,0
"Louisville, KY",Ultra High,0
"Louisville, KY, US",Low,0
"Louisville, KY, US",Medium,1
"Louisville, KY, US",High,0
"Louisville, KY, US",Very High,1
"Louisville, KY, US",Ultra High,1
"Lumberton, NJ",Low,0
"Lumberton, NJ",Medium,1
"Lumberton, NJ",High,0
"Lumberton, NJ",Very High,0
"Lumberton, NJ",Ultra High,0
"Lynnfield, MA",Low,0
"Lynnfield, MA",Medium,0
"Lynnfield, MA",High,1
"Lynnfield, MA",Very High,0
"Lynnfield, MA",Ultra High,0
"Lynnwood, WA, USA",Low,0
"Lynnwood, WA, USA",Medium,1
"Lynnwood, WA, USA",High,0
"Lynnwood, WA, USA",Very High,0
"Lynnwood, WA, USA",Ultra High,0
"MA, US",Low,0
"MA, US",Medium,0
"MA, US",High,1
"MA, US",Very High,0
"MA, US",Ultra High,0
"MO, US",Low,1
"MO, US",Medium,1
"MO, US",High,1
"MO, US",Very High,0
"MO, US",Ultra High,0
"Macclenny, FL",Low,0
"Macclenny, FL",Medium,1
"Macclenny, FL",High,0
"Macclenny, FL",Very High,0
"Macclenny, FL",Ultra High,0
"Macclenny, FL, US",Low,0
"Macclenny, FL, US",Medium,1
"Macclenny, FL, US",High,0
"Macclenny, FL, US",Very High,0
"Macclenny, FL, US",Ultra High,0
"Macon, GA",Low,0
"Macon, GA",Medium,1
"Macon, GA",High,0
"Macon, GA",Very High,0
"Macon, GA",Ultra High,0
"Madison, WI",Low,1
"Madison, WI",Medium,1
"Madison, WI",High,1
"Madison, WI",Very High,0
"Madison, WI",Ultra High,0
"Madison, WI, US",Low,0
"Madison, WI, US",Medium,2
"Madison, WI, US",High,0
"Madison, WI, US",Very High,0
"Madison, WI, US",Ultra High,0
"Madison, WI, USA",Low,0
"Madison, WI, USA",Medium,0
"Madison, WI, USA",High,1
"Madison, WI, USA",Very High,0
"Madison, WI, USA",Ultra High,0
"Magna, UT, USA",Low,0
"Magna, UT, USA",Medium,1
"Magna, UT, USA",High,0
"Magna, UT, USA",Very High,0
"Magna, UT, USA",Ultra High,0
"Malvern, PA",Low,1
"Malvern, PA",Medium,2
"Malvern, PA",High,0
"Malvern, PA",Very High,0
"Malvern, PA",Ultra High,0
"Malvern, PA, US",Low,0
"Malvern, PA, US",Medium,1
"Malvern, PA, US",High,1
"Malvern, PA, US",Very High,0
"Malvern, PA, US",Ultra High,0
"Manassas, VA, USA",Low,0
"Manassas, VA, USA",Medium,1
"Manassas, VA, USA",High,0
"Manassas, VA, USA",Very High,0
"Manassas, VA, USA",Ultra High,0
"Manhasset, NY",Low,0
"Manhasset, NY",Medium,1
"Manhasset, NY",High,0
"Manhasset, NY",Very High,0
"Manhasset, NY",Ultra High,0
"Manhasset, NY, US",Low,0
"Manhasset, NY, US",Medium,1
"Manhasset, NY, US",High,0
"Manhasset, NY, US",Very High,0
"Manhasset, NY, US",Ultra High,0
"Manhasset, NY, USA",Low,0
"Manhasset, NY, USA",Medium,1
"Manhasset, NY, USA",High,0
"Manhasset, NY, USA",Very High,0
"Manhasset, NY, USA",Ultra High,0
"Manhattan, NY, USA",Low,0
"Manhattan, NY, USA",Medium,0
"Manhattan, NY, USA",High,1
"Manhattan, NY, USA",Very High,0
"Manhattan, NY, USA",Ultra High,0
"Manteno, IL",Low,0
"Manteno, IL",Medium,1
"Manteno, IL",High,0
"Manteno, IL",Very High,0
"Manteno, IL",Ultra High,0
"Maple Grove, MN",Low,0
"Maple Grove, MN",Medium,1
"Maple Grove, MN",High,0
"Maple Grove, MN",Very High,0
"Maple Grove, MN",Ultra High,0
"Maple Grove, MN, US",Low,0
"Maple Grove, MN, US",Medium,0
"Maple Grove, MN, US",High,1
"Maple Grove, MN, US",Very High,0
"Maple Grove, MN, US",Ultra High,0
"Marietta, OH, USA",Low,0
"Marietta, OH, USA",Medium,1
"Marietta, OH, USA",High,0
"Marietta, OH, USA",Very High,0
"Marietta, OH, USA",Ultra High,0
"Marlborough, MA",Low,0
"Marlborough, MA",Medium,2
"Marlborough, MA",High,0
"Marlborough, MA",Very High,0
"Marlborough, MA",Ultra High,0
"Marlborough, MA, US",Low,0
"Marlborough, MA, US",Medium,0
"Marlborough, MA, US",High,1
"Marlborough, MA, US",Very High,0
"Marlborough, MA, US",Ultra High,0
"Martinsburg, WV, US",Low,0
"Martinsburg, WV, US",Medium,1
"Martinsburg, WV, US",High,0
"Martinsburg, WV, US",Very High,0
"Martinsburg, WV, US",Ultra High,0
"Martinsburg, WV, USA",Low,0
"Martinsburg, WV, USA",Medium,1
"Martinsburg, WV, USA",High,0
"Martinsburg, WV, USA",Very High,0
"Martinsburg, WV, USA",Ultra High,0
"Mason, OH",Low,0
"Mason, OH",Medium,1
"Mason, OH",High,0
"Mason, OH",Very High,0
"Mason, OH",Ultra High,0
"Mason, OH, US",Low,0
"Mason, OH, US",Medium,1
"Mason, OH, US",High,0
"Mason, OH, US",Very High,0
"Mason, OH, US",Ultra High,0
"Mattoon, IL, US",Low,0
"Mattoon, IL, US",Medium,1
"Mattoon, IL, US",High,0
"Mattoon, IL, US",Very High,0
"Mattoon, IL, US",Ultra High,0
"Mattoon, IL, USA",Low,0
"Mattoon, IL, USA",Medium,1
"Mattoon, IL, USA",High,0
"Mattoon, IL, USA",Very High,0
"Mattoon, IL, USA",Ultra High,0
"Maumee, OH, USA",Low,0
"Maumee, OH, USA",Medium,1
"Maumee, OH, USA",High,0
"Maumee, OH, USA",Very High,0
"Maumee, OH, USA",Ultra High,0
"Mayfield Village, OH, US",Low,0
"Mayfield Village, OH, US",Medium,0
"Mayfield Village, OH, US",High,1
"Mayfield Village, OH, US",Very High,0
"Mayfield Village, OH, US",Ultra High,0
"McLean, VA",Low,0
"McLean, VA",Medium,0
"McLean, VA",High,1
"McLean, VA",Very High,0
"McLean, VA",Ultra High,0
"McLean, VA, US",Low,0
"McLean, VA, US",Medium,1
"McLean, VA, US",High,0
"McLean, VA, US",Very High,0
"McLean, VA, US",Ultra High,0
"Mechanicsville, VA, US",Low,1
"Mechanicsville, VA, US",Medium,0
"Mechanicsville, VA, US",High,0
"Mechanicsville, VA, US",Very High,0
"Mechanicsville, VA, US",Ultra High,0
"Media, PA, USA",Low,0
"Media, PA, USA",Medium,1
"Media, PA, USA",High,0
"Media, PA, USA",Very High,0
"Media, PA, USA",Ultra High,0
"Memphis, TN",Low,0
"Memphis, TN",Medium,4
"Memphis, TN",High,0
"Memphis, TN",Very High,0
"Memphis, TN",Ultra High,0
"Memphis, TN, US",Low,0
"Memphis, TN, US",Medium,2
"Memphis, TN, US",High,1
"Memphis, TN, US",Very High,0
"Memphis, TN, US",Ultra High,0
"Memphis, TN, USA",Low,0
"Memphis, TN, USA",Medium,2
"Memphis, TN, USA",High,0
"Memphis, TN, USA",Very High,0
"Memphis, TN, USA",Ultra High,0
"Menlo Park, CA, USA",Low,1
"Menlo Park, CA, USA",Medium,0
"Menlo Park, CA, USA",High,0
"Menlo Park, CA, USA",Very High,0
"Menlo Park, CA, USA",Ultra High,0
"Meridian, ID, USA",Low,0
"Meridian, ID, USA",Medium,2
"Meridian, ID, USA",High,1
"Meridian, ID, USA",Very High,0
"Meridian, ID, USA",Ultra High,0
"Merrimack, NH",Low,0
"Merrimack, NH",Medium,0
"Merrimack, NH",High,1
"Merrimack, NH",Very High,0
"Merrimack, NH",Ultra High,0
"Metairie, LA, US",Low,0
"Metairie, LA, US",Medium,0
"Metairie, LA, US",High,1
"Metairie, LA, US",Very High,0
"Metairie, LA, US",Ultra High,0
"Miami Beach, FL",Low,0
"Miami Beach, FL",Medium,2
"Miami Beach, FL",High,0
"Miami Beach, FL",Very High,0
"Miami Beach, FL",Ultra High,0
"Miami Beach, FL, US",Low,0
"Miami Beach, FL, US",Medium,1
"Miami Beach, FL, US",High,0
"Miami Beach, FL, US",Very High,0
"Miami Beach, FL, US",Ultra High,0
"Miami, FL",Low,0
"Miami, FL",Medium,7
"Miami, FL",High,1
"Miami, FL",Very High,0
"Miami, FL",Ultra High,1
"Miami, FL, US",Low,2
"Miami, FL, US",Medium,2
"Miami, FL, US",High,1
"Miami, FL, US",Very High,0
"Miami, FL, US",Ultra High,1
"Miamisburg, OH",Low,0
"Miamisburg, OH",Medium,2
"Miamisburg, OH",High,0
"Miamisburg, OH",Very High,0
"Miamisburg, OH",Ultra High,0
"Middleton, WI, USA",Low,0
"Middleton, WI, USA",Medium,1
"Middleton, WI, USA",High,0
"Middleton, WI, USA",Very High,0
"Middleton, WI, USA",Ultra High,0
"Midvale, UT, USA",Low,0
"Midvale, UT, USA",Medium,1
"Midvale, UT, USA",High,0
"Midvale, UT, USA",Very High,0
"Midvale, UT, USA",Ultra High,0
"Millersburg, KY, USA",Low,0
"Millersburg, KY, USA",Medium,1
"Millersburg, KY, USA",High,0
"Millersburg, KY, USA",Very High,0
"Millersburg, KY, USA",Ultra High,0
"Milligan, TN, US",Low,0
"Milligan, TN, US",Medium,1
"Milligan, TN, US",High,0
"Milligan, TN, US",Very High,0
"Milligan, TN, US",Ultra High,0
"Milwaukee, WI",Low,0
"Milwaukee, WI",Medium,3
"Milwaukee, WI",High,1
"Milwaukee, WI",Very High,0
"Milwaukee, WI",Ultra High,0
"Milwaukee, WI, US",Low,0
"Milwaukee, WI, US",Medium,1
"Milwaukee, WI, US",High,1
"Milwaukee, WI, US",Very High,0
"Milwaukee, WI, US",Ultra High,0
"Minneapolis, MN",Low,0
"Minneapolis, MN",Medium,3
"Minneapolis, MN",High,3
"Minneapolis, MN",Very High,0
"Minneapolis, MN",Ultra High,0
"Minneapolis, MN, US",Low,0
"Minneapolis, MN, US",Medium,4
"Minneapolis, MN, US",High,2
"Minneapolis, MN, US",Very High,0
"Minneapolis, MN, US",Ultra High,0
"Minneapolis, MN, USA",Low,0
"Minneapolis, MN, USA",Medium,1
"Minneapolis, MN, USA",High,1
"Minneapolis, MN, USA",Very High,0
"Minneapolis, MN, USA",Ultra High,0
"Minnesota Lake, MN",Low,0
"Minnesota Lake, MN",Medium,1
"Minnesota Lake, MN",High,0
"Minnesota Lake, MN",Very High,0
"Minnesota Lake, MN",Ultra High,0
"Minnesota, MN, USA",Low,0
"Minnesota, MN, USA",Medium,1
"Minnesota, MN, USA",High,0
"Minnesota, MN, USA",Very High,0
"Minnesota, MN, USA",Ultra High,0
"Minnetonka, MN",Low,1
"Minnetonka, MN",Medium,3
"Minnetonka, MN",High,1
"Minnetonka, MN",Very High,0
"Minnetonka, MN",Ultra High,0
"Minnetonka, MN, US",Low,1
"Minnetonka, MN, US",Medium,1
"Minnetonka, MN, US",High,1
"Minnetonka, MN, US",Very High,0
"Minnetonka, MN, US",Ultra High,0
"Miramar, FL, US",Low,0
"Miramar, FL, US",Medium,0
"Miramar, FL, US",High,1
"Miramar, FL, US",Very High,0
"Miramar, FL, US",Ultra High,0
"Mission, KS, USA",Low,0
"Mission, KS, USA",Medium,1
"Mission, KS, USA",High,0
"Mission, KS, USA",Very High,0
"Mission, KS, USA",Ultra High,0
"Missoula, MT, USA",Low,1
"Missoula, MT, USA",Medium,0
"Missoula, MT, USA",High,0
"Missoula, MT, USA",Very High,0
"Missoula, MT, USA",Ultra High,0
Missouri,Low,0
Missouri,Medium,1
Missouri,High,1
Missouri,Very High,0
Missouri,Ultra High,0
"Modesto, CA, USA",Low,0
"Modesto, CA, USA",Medium,1
"Modesto, CA, USA",High,0
"Modesto, CA, USA",Very High,0
"Modesto, CA, USA",Ultra High,0
"Monrovia, CA, USA",Low,0
"Monrovia, CA, USA",Medium,0
"Monrovia, CA, USA",High,2
"Monrovia, CA, USA",Very High,0
"Monrovia, CA, USA",Ultra High,0
"Monterey, CA, USA",Low,0
"Monterey, CA, USA",Medium,3
"Monterey, CA, USA",High,1
"Monterey, CA, USA",Very High,0
"Monterey, CA, USA",Ultra High,0
"Montgomery, AL, USA",Low,0
"Montgomery, AL, USA",Medium,1
"Montgomery, AL, USA",High,0
"Montgomery, AL, USA",Very High,0
"Montgomery, AL, USA",Ultra High,0
"Montpelier, VT",Low,0
"Montpelier, VT",Medium,1
"Montpelier, VT",High,0
"Montpelier, VT",Very High,0
"Montpelier, VT",Ultra High,0
"Montpelier, VT, US",Low,0
"Montpelier, VT, US",Medium,1
"Montpelier, VT, US",High,0
"Montpelier, VT, US",Very High,0
"Montpelier, VT, US",Ultra High,0
"Moon, PA",Low,0
"Moon, PA",Medium,1
"Moon, PA",High,0
"Moon, PA",Very High,0
"Moon, PA",Ultra High,0
"Moorpark, CA",Low,0
"Moorpark, CA",Medium,2
"Moorpark, CA",High,0
"Moorpark, CA",Very High,0
"Moorpark, CA",Ultra High,0
"Moorpark, CA, US",Low,0
"Moorpark, CA, US",Medium,2
"Moorpark, CA, US",High,0
"Moorpark, CA, US",Very High,0
"Moorpark, CA, US",Ultra High,0
"Moreno Valley, CA, USA",Low,0
"Moreno Valley, CA, USA",Medium,1
"Moreno Valley, CA, USA",High,0
"Moreno Valley, CA, USA",Very High,0
"Moreno Valley, CA, USA",Ultra High,0
"Morristown, NJ",Low,0
"Morristown, NJ",Medium,1
"Morristown, NJ",High,0
"Morristown, NJ",Very High,0
"Morristown, NJ",Ultra High,0
"Morrisville, NC, USA",Low,0
"Morrisville, NC, USA",Medium,1
"Morrisville, NC, USA",High,0
"Morrisville, NC, USA",Very High,0
"Morrisville, NC, USA",Ultra High,0
"Mount Laurel, NJ",Low,0
"Mount Laurel, NJ",Medium,0
"Mount Laurel, NJ",High,1
"Mount Laurel, NJ",Very High,0
"Mount Laurel, NJ",Ultra High,0
"Mount Laurel, NJ, US",Low,0
"Mount Laurel, NJ, US",Medium,2
"Mount Laurel, NJ, US",High,0
"Mount Laurel, NJ, US",Very High,0
"Mount Laurel, NJ, US",Ultra High,0
"Mount Vernon, WA, US",Low,2
"Mount Vernon, WA, US",Medium,0
"Mount Vernon, WA, US",High,0
"Mount Vernon, WA, US",Very High,0
"Mount Vernon, WA, US",Ultra High,0
"Mountain View, CA",Low,1
"Mountain View, CA",Medium,0
"Mountain View, CA",High,0
"Mountain View, CA",Very High,0
"Mountain View, CA",Ultra High,0
"Mountain View, CA, US",Low,0
"Mountain View, CA, US",Medium,1
"Mountain View, CA, US",High,0
"Mountain View, CA, US",Very High,2
"Mountain View, CA, US",Ultra High,0
"Mountain View, CA, USA",Low,3
"Mountain View, CA, USA",Medium,1
"Mountain View, CA, USA",High,1
"Mountain View, CA, USA",Very High,0
"Mountain View, CA, USA",Ultra High,0
"Mt Laurel Township, NJ",Low,0
"Mt Laurel Township, NJ",Medium,0
"Mt Laurel Township, NJ",High,1
"Mt Laurel Township, NJ",Very High,0
"Mt Laurel Township, NJ",Ultra High,0
"Muskego, WI, US",Low,0
"Muskego, WI, US",Medium,1
"Muskego, WI, US",High,0
"Muskego, WI, US",Very High,0
"Muskego, WI, US",Ultra High,0
"Myrtle Point, OR, USA",Low,0
"Myrtle Point, OR, USA",Medium,0
"Myrtle Point, OR, USA",High,0
"Myrtle Point, OR, USA",Very High,1
"Myrtle Point, OR, USA",Ultra High,0
"NC, US",Low,0
"NC, US",Medium,1
"NC, US",High,1
"NC, US",Very High,0
"NC, US",Ultra High,0
"NJ, US",Low,1
"NJ, US",Medium,1
"NJ, US",High,0
"NJ, US",Very High,0
"NJ, US",Ultra High,0
"NM, US",Low,1
"NM, US",Medium,0
"NM, US",High,0
"NM, US",Very High,0
"NM, US",Ultra High,0
"NV, US",Low,0
"NV, US",Medium,1
"NV, US",High,0
"NV, US",Very High,0
"NV, US",Ultra High,0
"Naperville, IL, USA",Low,0
"Naperville, IL, USA",Medium,1
"Naperville, IL, USA",High,0
"Naperville, IL, USA",Very High,0
"Naperville, IL, USA",Ultra High,0
"Nashville, TN",Low,6
"Nashville, TN",Medium,6
"Nashville, TN",High,3
"Nashville, TN",Very High,0
"Nashville, TN",Ultra High,0
"Nashville, TN, US",Low,5
"Nashville, TN, US",Medium,17
"Nashville, TN, US",High,0
"Nashville, TN, US",Very High,0
"Nashville, TN, US",Ultra High,0
"Nashville, TN, USA",Low,0
"Nashville, TN, USA",Medium,0
"Nashville, TN, USA",High,0
"Nashville, TN, USA",Very High,0
"Nashville, TN, USA",Ultra High,1
"National City, CA, USA",Low,2
"National City, CA, USA",Medium,0
"National City, CA, USA",High,0
"National City, CA, USA",Very High,0
"National City, CA, USA",Ultra High,0
"New Albany, IN, US",Low,0
"New Albany, IN, US",Medium,1
"New Albany, IN, US",High,0
